date,tavg,prcp,tsun,is_holiday,SKU,sale_percent,month,day_of_week,mmdd,price_per_unit
2025-11-24,4.1,5.8,0.0,False,ga10323,0.2,11,0,11-24,240.375
2025-11-24,4.1,5.8,0.0,False,ga10331,0.2,11,0,11-24,182.71445121951217
2025-11-24,4.1,5.8,0.0,False,ga10332,0.2,11,0,11-24,264.0875
2025-11-24,4.1,5.8,0.0,False,ga10333,0.2,11,0,11-24,301.275
2025-11-24,4.1,5.8,0.0,False,ga1033sf,0.2,11,0,11-24,266.7558333333333
2025-11-24,4.1,5.8,0.0,False,ga11001,0.0,11,0,11-24,74.87
2025-11-24,4.1,5.8,0.0,False,ga11002,0.0,11,0,11-24,115.29666666666667
2025-11-24,4.1,5.8,0.0,False,sw10004,0.2,11,0,11-24,38.290757575757574
2025-11-24,4.1,5.8,0.0,False,sw100041,0.2,11,0,11-24,49.46108024691358
2025-11-24,4.1,5.8,0.0,False,sw100042,0.2,11,0,11-24,57.16393518518518
2025-11-24,4.1,5.8,0.0,False,sw100043,0.2,11,0,11-24,46.660625
2025-11-24,4.1,5.8,0.0,False,sw100044,0.2,11,0,11-24,57.537499999999994
2025-11-24,4.1,5.8,0.0,False,sw100045,0.2,11,0,11-24,62.78483333333334
2025-11-24,4.1,5.8,0.0,False,sw10017,0.2,11,0,11-24,38.62076530612245
2025-11-24,4.1,5.8,0.0,False,sw100171,0.2,11,0,11-24,49.72586805555556
2025-11-24,4.1,5.8,0.0,False,sw100172,0.2,11,0,11-24,56.16460087719298
2025-11-24,4.1,5.8,0.0,False,sw100173,0.2,11,0,11-24,46.144
2025-11-24,4.1,5.8,0.0,False,sw100174,0.2,11,0,11-24,52.63
2025-11-24,4.1,5.8,0.0,False,sw100175,0.2,11,0,11-24,65.603
2025-11-24,4.1,5.8,0.0,False,sw10018,0.2,11,0,11-24,38.01645
2025-11-24,4.1,5.8,0.0,False,sw100181,0.2,11,0,11-24,49.65525846280156
2025-11-24,4.1,5.8,0.0,False,sw100182,0.2,11,0,11-24,57.09616757436112
2025-11-24,4.1,5.8,0.0,False,sw100183,0.2,11,0,11-24,48.32
2025-11-24,4.1,5.8,0.0,False,sw100184,0.2,11,0,11-24,59.783
2025-11-24,4.1,5.8,0.0,False,sw100185,0.2,11,0,11-24,59.60333333333333
2025-11-24,4.1,5.8,0.0,False,sw10022,0.2,11,0,11-24,124.6375
2025-11-24,4.1,5.8,0.0,False,sw100221,0.2,11,0,11-24,150.625
2025-11-24,4.1,5.8,0.0,False,sw100222,0.2,11,0,11-24,174.4007142857143
2025-11-24,4.1,5.8,0.0,False,sw10036,0.2,11,0,11-24,54.1210559684143
2025-11-24,4.1,5.8,0.0,False,sw100361,0.2,11,0,11-24,47.60020029239766
2025-11-24,4.1,5.8,0.0,False,sw100362,0.2,11,0,11-24,37.401336158192095
2025-11-24,4.1,5.8,0.0,False,sw10037,0.2,11,0,11-24,74.05478876052585
2025-11-24,4.1,5.8,0.0,False,sw100371,0.2,11,0,11-24,66.30055167055167
2025-11-24,4.1,5.8,0.0,False,sw100372,0.2,11,0,11-24,49.903819395711494
2025-11-24,4.1,5.8,0.0,False,sw10038,0.2,11,0,11-24,37.84283333333333
2025-11-24,4.1,5.8,0.0,False,sw100381,0.2,11,0,11-24,49.36
2025-11-24,4.1,5.8,0.0,False,sw100382,0.2,11,0,11-24,57.034000000000006
2025-11-24,4.1,5.8,0.0,False,sz11011,0.0,11,0,11-24,67.858
2025-11-24,4.1,5.8,0.0,False,sz11012,0.0,11,0,11-24,57.985
2025-11-24,4.1,5.8,0.0,False,sz11021,0.0,11,0,11-24,60.715
2025-11-24,4.1,5.8,0.0,False,sz11022,0.0,11,0,11-24,56.534375
2025-11-24,4.1,5.8,0.0,False,sz11031,0.0,11,0,11-24,71.43
2025-11-24,4.1,5.8,0.0,False,sz11032,0.0,11,0,11-24,39.431875
2025-11-24,4.1,5.8,0.0,False,sz1103sf,0.0,11,0,11-24,72.89900738150737
2025-11-24,4.1,5.8,0.0,False,sz21011,0.0,11,0,11-24,74.79
2025-11-24,4.1,5.8,0.0,False,sz21012,0.0,11,0,11-24,74.37541666666668
2025-11-24,4.1,5.8,0.0,False,sz21022,0.0,11,0,11-24,59.83
2025-11-24,4.1,5.8,0.0,False,sz21031,0.0,11,0,11-24,108.12055555555555
2025-11-24,4.1,5.8,0.0,False,sz21032,0.0,11,0,11-24,74.79
2025-11-25,3.6,7.1,17.0,False,9101dx,0.2,11,1,11-25,1295.2285826771654
2025-11-25,3.6,7.1,17.0,False,9101fz,0.2,11,1,11-25,1119.5475000000001
2025-11-25,3.6,7.1,17.0,False,9101sf,0.2,11,1,11-25,1468.4381481481482
2025-11-25,3.6,7.1,17.0,False,9101ub,0.2,11,1,11-25,864.65
2025-11-25,3.6,7.1,17.0,False,9102dx,0.2,11,1,11-25,1937.4365482233502
2025-11-25,3.6,7.1,17.0,False,9102fz,0.2,11,1,11-25,1708.838735632184
2025-11-25,3.6,7.1,17.0,False,9102sf,0.2,11,1,11-25,2203.2852222222223
2025-11-25,3.6,7.1,17.0,False,9102ub,0.2,11,1,11-25,1304.9338628158844
2025-11-25,3.6,7.1,17.0,False,9103dx,0.2,11,1,11-25,2501.8198255813954
2025-11-25,3.6,7.1,17.0,False,9103fz,0.2,11,1,11-25,2178.157659574468
2025-11-25,3.6,7.1,17.0,False,9103sf,0.2,11,1,11-25,2809.242058823529
2025-11-25,3.6,7.1,17.0,False,9103ub,0.2,11,1,11-25,1674.7575609756097
2025-11-25,3.6,7.1,17.0,False,9104dx,0.2,11,1,11-25,4840.028333333333
2025-11-25,3.6,7.1,17.0,False,9104fz,0.2,11,1,11-25,4094.9314285714286
2025-11-25,3.6,7.1,17.0,False,9104sf,0.2,11,1,11-25,6243.613076923077
2025-11-25,3.6,7.1,17.0,False,9104ub,0.2,11,1,11-25,3246.7135483870966
2025-11-25,3.6,7.1,17.0,False,9105dx,0.2,11,1,11-25,3271.264
2025-11-25,3.6,7.1,17.0,False,9105fz,0.2,11,1,11-25,2779.6885714285713
2025-11-25,3.6,7.1,17.0,False,9105sf,0.2,11,1,11-25,4062.1066666666666
2025-11-25,3.6,7.1,17.0,False,9105ub,0.2,11,1,11-25,2083.0727777777774
2025-11-25,3.6,7.1,17.0,False,9106dx,0.2,11,1,11-25,2254.303
2025-11-25,3.6,7.1,17.0,False,9106sf,0.2,11,1,11-25,3578.51
2025-11-25,3.6,7.1,17.0,False,9106ub,0.2,11,1,11-25,1661.745
2025-11-25,3.6,7.1,17.0,False,9107dx,0.2,11,1,11-25,2876.0109523809524
2025-11-25,3.6,7.1,17.0,False,9107fz,0.2,11,1,11-25,2482.177
2025-11-25,3.6,7.1,17.0,False,9107sf,0.2,11,1,11-25,3455.3933333333334
2025-11-25,3.6,7.1,17.0,False,9107ub,0.2,11,1,11-25,1959.8014
2025-11-25,3.6,7.1,17.0,False,9108dx,0.0,11,1,11-25,2368.623076923077
2025-11-25,3.6,7.1,17.0,False,9108fz,0.0,11,1,11-25,2088.74
2025-11-25,3.6,7.1,17.0,False,9108sf,0.0,11,1,11-25,2337.5575
2025-11-25,3.6,7.1,17.0,False,9108ub,0.0,11,1,11-25,1586.465882352941
2025-11-25,3.6,7.1,17.0,False,9109dx,0.0,11,1,11-25,3611.7616666666663
2025-11-25,3.6,7.1,17.0,False,9109fz,0.0,11,1,11-25,3195.353333333333
2025-11-25,3.6,7.1,17.0,False,9109ub,0.0,11,1,11-25,2395.5416666666665
2025-11-25,3.6,7.1,17.0,False,9110dx,0.2,11,1,11-25,4054.1124999999997
2025-11-25,3.6,7.1,17.0,False,9110fz,0.2,11,1,11-25,3408.4925000000003
2025-11-25,3.6,7.1,17.0,False,9110sf,0.2,11,1,11-25,4442.86
2025-11-25,3.6,7.1,17.0,False,9110ub,0.2,11,1,11-25,2594.12
2025-11-25,3.6,7.1,17.0,False,9111dx,0.2,11,1,11-25,2039.886
2025-11-25,3.6,7.1,17.0,False,9111ub,0.2,11,1,11-25,1883.1950000000002
2025-11-25,3.6,7.1,17.0,False,9112dx,0.2,11,1,11-25,2355.121428571428
2025-11-25,3.6,7.1,17.0,False,9112fz,0.2,11,1,11-25,2080.155
2025-11-25,3.6,7.1,17.0,False,9112ub,0.2,11,1,11-25,2037.41875
2025-11-25,3.6,7.1,17.0,False,9114dx,0.0,11,1,11-25,2560.71
2025-11-25,3.6,7.1,17.0,False,9114fz,0.0,11,1,11-25,2038.4299999999996
2025-11-25,3.6,7.1,17.0,False,9114sf,0.0,11,1,11-25,2731.43
2025-11-25,3.6,7.1,17.0,False,9114ub,0.0,11,1,11-25,1402.98
2025-11-25,3.6,7.1,17.0,False,9115dx,0.0,11,1,11-25,3340.34
2025-11-25,3.6,7.1,17.0,False,9115fz,0.0,11,1,11-25,2894.96
2025-11-25,3.6,7.1,17.0,False,9115ub,0.0,11,1,11-25,2226.89
2025-11-25,3.6,7.1,17.0,False,9201,0.2,11,1,11-25,242.64372641509433
2025-11-25,3.6,7.1,17.0,False,92012,0.0,11,1,11-25,269.62947368421055
2025-11-25,3.6,7.1,17.0,False,92014,0.0,11,1,11-25,268.23400000000004
2025-11-25,3.6,7.1,17.0,False,92016,0.0,11,1,11-25,272.18
2025-11-25,3.6,7.1,17.0,False,92018,0.0,11,1,11-25,268.46173913043475
2025-11-25,3.6,7.1,17.0,False,9202,0.2,11,1,11-25,262.49352303523034
2025-11-25,3.6,7.1,17.0,False,92022,0.0,11,1,11-25,288.59
2025-11-25,3.6,7.1,17.0,False,92024,0.0,11,1,11-25,291.345
2025-11-25,3.6,7.1,17.0,False,92026,0.0,11,1,11-25,285.1877049180328
2025-11-25,3.6,7.1,17.0,False,92028,0.0,11,1,11-25,296.2933333333333
2025-11-25,3.6,7.1,17.0,False,9203,0.2,11,1,11-25,324.47482663316583
2025-11-25,3.6,7.1,17.0,False,92032,0.0,11,1,11-25,354.27
2025-11-25,3.6,7.1,17.0,False,92034,0.0,11,1,11-25,357.1340625
2025-11-25,3.6,7.1,17.0,False,92036,0.0,11,1,11-25,361.4188805970149
2025-11-25,3.6,7.1,17.0,False,92038,0.0,11,1,11-25,356.30052631578945
2025-11-25,3.6,7.1,17.0,False,9204,0.2,11,1,11-25,780.6685106382978
2025-11-25,3.6,7.1,17.0,False,92042,0.0,11,1,11-25,801.1227272727273
2025-11-25,3.6,7.1,17.0,False,92044,0.0,11,1,11-25,798.3075
2025-11-25,3.6,7.1,17.0,False,92046,0.0,11,1,11-25,866.4155555555556
2025-11-25,3.6,7.1,17.0,False,92048,0.0,11,1,11-25,855.775
2025-11-25,3.6,7.1,17.0,False,9205,0.2,11,1,11-25,508.5914285714286
2025-11-25,3.6,7.1,17.0,False,92052,0.0,11,1,11-25,527.745
2025-11-25,3.6,7.1,17.0,False,92054,0.0,11,1,11-25,591.4024999999999
2025-11-25,3.6,7.1,17.0,False,92056,0.0,11,1,11-25,562.2083333333334
2025-11-25,3.6,7.1,17.0,False,92058,0.0,11,1,11-25,557.39
2025-11-25,3.6,7.1,17.0,False,9206,0.2,11,1,11-25,295.9864285714285
2025-11-25,3.6,7.1,17.0,False,92062,0.0,11,1,11-25,330.67199999999997
2025-11-25,3.6,7.1,17.0,False,92064,0.0,11,1,11-25,346.64
2025-11-25,3.6,7.1,17.0,False,92066,0.0,11,1,11-25,332.774
2025-11-25,3.6,7.1,17.0,False,9207,0.2,11,1,11-25,431.7697777777778
2025-11-25,3.6,7.1,17.0,False,92072,0.0,11,1,11-25,460.36
2025-11-25,3.6,7.1,17.0,False,92074,0.0,11,1,11-25,493.6066666666666
2025-11-25,3.6,7.1,17.0,False,92076,0.0,11,1,11-25,447.331
2025-11-25,3.6,7.1,17.0,False,92078,0.0,11,1,11-25,455.86749999999995
2025-11-25,3.6,7.1,17.0,False,9208,0.2,11,1,11-25,350.26142857142855
2025-11-25,3.6,7.1,17.0,False,92082,0.0,11,1,11-25,332.77
2025-11-25,3.6,7.1,17.0,False,92084,0.0,11,1,11-25,331.385
2025-11-25,3.6,7.1,17.0,False,92086,0.0,11,1,11-25,332.77
2025-11-25,3.6,7.1,17.0,False,92088,0.0,11,1,11-25,374.438
2025-11-25,3.6,7.1,17.0,False,9209,0.2,11,1,11-25,480.0157142857143
